customerID,gender,SeniorCitizen,Partner,StreamingTV,PhoneService,InternetService,PaperlessBilling,Churn
3164-AALRN,Male,No,No,Yes,Yes,DSL,Yes,1
3071-MVJCD,Male,No,Yes,Yes,Yes,DSL,No,0
1697-BCSHV,Female,No,Yes,Yes,Yes,DSL,Yes,0
0562-KBDVM,Female,No,No,No,No,DSL,Yes,0
1131-SUEKT,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
3717-OEAUQ,Male,No,No,No,Yes,Fiber optic,No,0
4538-WNTMJ,Female,No,Yes,No internet service,Yes,No,No,0
3334-CTHOL,Female,No,No,No,Yes,DSL,Yes,1
4704-ERYFC,Female,No,Yes,No,Yes,Fiber optic,Yes,1
9432-RUVSL,Female,No,No,Yes,Yes,Fiber optic,Yes,0
8060-HIWJJ,Male,No,No,Yes,Yes,DSL,No,0
7684-XSZIY,Male,No,Yes,No internet service,Yes,No,No,0
9089-UOWJG,Female,No,Yes,Yes,Yes,DSL,Yes,0
8621-MNIHH,Female,Yes,Yes,No,Yes,Fiber optic,Yes,1
8039-ACLPL,Female,No,Yes,No,Yes,DSL,No,0
9885-AIBVB,Male,No,Yes,No,Yes,Fiber optic,Yes,0
1934-MKPXS,Male,No,Yes,No internet service,Yes,No,No,0
2592-YKDIF,Female,No,No,No internet service,Yes,No,No,0
2272-JKMSI,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
0471-LVHGK,Male,No,Yes,Yes,Yes,DSL,Yes,1
9518-RWHZL,Female,No,No,Yes,Yes,Fiber optic,Yes,1
8714-CTZJW,Female,No,No,No,Yes,Fiber optic,Yes,0
3569-EDBPQ,Female,No,No,No,Yes,Fiber optic,Yes,0
3131-NWVFJ,Female,No,Yes,No internet service,Yes,No,No,0
7521-YXVZY,Male,No,No,No internet service,Yes,No,No,0
5419-CONWX,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
6240-EURKS,Female,No,No,No,No,DSL,Yes,1
2373-NTKOD,Male,No,No,Yes,Yes,DSL,Yes,0
1970-KKFWL,Female,No,No,No internet service,Yes,No,No,0
6960-HVYXR,Female,No,No,No,Yes,Fiber optic,No,1
9337-SRRNI,Male,No,No,No internet service,Yes,No,Yes,0
0895-UADGO,Male,No,No,No,No,DSL,Yes,0
5678-VFNEQ,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
5977-CKHON,Female,No,Yes,No,Yes,Fiber optic,Yes,0
7024-OHCCK,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
2692-BUCFV,Male,Yes,No,Yes,Yes,Fiber optic,Yes,0
7861-UVUFT,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
1830-GGFNM,Male,No,Yes,No,Yes,Fiber optic,No,0
5302-BDJNT,Male,No,No,Yes,Yes,Fiber optic,No,0
5223-UZAVK,Male,No,No,Yes,Yes,Fiber optic,Yes,0
4859-ZSRDZ,Female,No,Yes,Yes,No,DSL,Yes,0
5651-WYIPH,Female,Yes,No,No,Yes,DSL,Yes,0
9350-VLHMB,Male,No,Yes,No,Yes,Fiber optic,Yes,0
3498-LZGQZ,Male,No,Yes,No internet service,Yes,No,Yes,0
8785-CJSHH,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
5357-TZHPP,Male,Yes,No,No,Yes,Fiber optic,Yes,1
3870-SPZSI,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
0680-DFNNY,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
7560-QRBXH,Female,No,No,No internet service,Yes,No,No,0
7077-XJMET,Male,No,Yes,Yes,Yes,DSL,Yes,0
8752-GHJFU,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
6896-SRVYQ,Male,Yes,No,No,Yes,Fiber optic,No,0
7767-UXAGJ,Male,No,No,No,Yes,DSL,Yes,1
4652-ODEVH,Male,No,Yes,No internet service,Yes,No,No,0
6510-UPNKS,Female,No,No,No internet service,Yes,No,No,0
6718-BDGHG,Female,No,Yes,Yes,Yes,DSL,Yes,0
9046-DQMTP,Male,No,No,No internet service,Yes,No,No,0
6439-LAJXL,Male,No,Yes,Yes,Yes,DSL,Yes,0
1571-SAVHK,Male,No,No,Yes,Yes,Fiber optic,Yes,1
9052-VKDUW,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
9546-CQJSU,Female,No,No,Yes,Yes,Fiber optic,Yes,1
1666-JZPZT,Male,No,No,No,Yes,DSL,No,0
5777-KJIRB,Female,No,No,No,Yes,DSL,Yes,0
0506-LVNGN,Female,Yes,No,No,Yes,Fiber optic,Yes,1
7677-SJJJK,Male,No,Yes,No internet service,Yes,No,No,0
2480-EJWYP,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
3253-HKOKL,Female,No,Yes,Yes,Yes,Fiber optic,No,0
7055-HNEOJ,Male,No,Yes,No,Yes,DSL,Yes,0
5514-YQENT,Male,No,No,Yes,Yes,Fiber optic,Yes,0
3211-AAPKX,Male,No,No,Yes,Yes,Fiber optic,Yes,0
8445-DNBAE,Male,No,No,No,Yes,DSL,Yes,0
2951-QOQTK,Male,No,No,No,Yes,Fiber optic,No,1
2958-NHPPS,Male,No,No,No internet service,Yes,No,No,0
6806-YDEUL,Female,Yes,No,No internet service,Yes,No,No,0
1735-XMJVH,Male,No,Yes,No internet service,Yes,No,Yes,0
6890-PFRQX,Male,No,No,Yes,Yes,DSL,No,0
0222-CNVPT,Male,Yes,No,Yes,No,DSL,Yes,0
5899-OUVKV,Male,No,No,Yes,Yes,Fiber optic,Yes,0
8681-ICONS,Male,No,Yes,No internet service,Yes,No,Yes,0
1621-YNCJH,Female,No,Yes,No,Yes,Fiber optic,Yes,0
3473-XIIIT,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
6362-QHAFM,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
7893-IXHRQ,Male,No,No,No internet service,Yes,No,No,1
3070-BDOQC,Female,No,No,Yes,Yes,Fiber optic,Yes,0
2952-QAYZF,Male,No,No,No,Yes,Fiber optic,Yes,1
6234-PFPXL,Male,No,Yes,Yes,Yes,Fiber optic,No,0
9824-QCJPK,Male,No,Yes,No internet service,Yes,No,No,0
4763-PGDPO,Female,No,No,No,Yes,Fiber optic,No,1
4283-IVYCI,Male,No,No,No,Yes,DSL,No,0
1866-OBPNR,Male,No,Yes,No,Yes,Fiber optic,No,0
8205-MQUGY,Male,No,Yes,No,Yes,DSL,Yes,0
8970-ANWXO,Female,No,No,Yes,Yes,DSL,Yes,0
9480-BQJEI,Male,No,No,No,Yes,Fiber optic,Yes,0
5394-SVGJV,Male,No,No,Yes,Yes,Fiber optic,No,1
6979-TNDEU,Female,No,No,No internet service,Yes,No,No,0
9777-WJJPR,Male,No,Yes,Yes,Yes,Fiber optic,No,0
9283-LZQOH,Male,No,Yes,No,Yes,Fiber optic,Yes,1
7079-QRCBC,Female,No,No,Yes,Yes,Fiber optic,Yes,1
9495-SKLKD,Male,No,Yes,No,Yes,Fiber optic,Yes,0
6048-UWKAL,Female,Yes,Yes,Yes,Yes,Fiber optic,No,0
5067-DGXLL,Male,No,No,No internet service,Yes,No,No,0
5469-CTCWN,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
9851-QXEEQ,Male,No,No,Yes,Yes,Fiber optic,Yes,1
6281-FKEWS,Female,No,No,Yes,No,DSL,Yes,0
8898-KASCD,Male,No,No,No,No,DSL,No,0
9242-TKFSV,Male,No,Yes,Yes,No,DSL,Yes,0
9290-SHCMB,Female,Yes,No,Yes,Yes,Fiber optic,Yes,0
0743-HNPFG,Female,No,Yes,No,Yes,DSL,Yes,0
2277-BKJKN,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
9809-IMGCQ,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
5208-HFSBT,Female,No,No,No,Yes,DSL,Yes,1
5035-PGZXH,Female,No,No,Yes,Yes,Fiber optic,Yes,0
8695-WDYEA,Male,No,No,No,Yes,DSL,No,0
6543-JXSOO,Female,No,Yes,No,Yes,DSL,Yes,0
8016-ZMGMO,Female,Yes,Yes,Yes,Yes,DSL,Yes,0
8605-ITULD,Female,No,No,No internet service,Yes,No,No,0
3254-YRILK,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
6416-YJTTB,Male,No,No,No,Yes,Fiber optic,Yes,0
2667-WYLWJ,Female,No,Yes,No internet service,Yes,No,Yes,1
4472-VESGY,Female,No,Yes,No,Yes,Fiber optic,No,0
3195-TQDZX,Male,No,No,No internet service,Yes,No,Yes,0
3128-YOVTD,Female,No,Yes,No,Yes,Fiber optic,Yes,0
0529-ONKER,Male,Yes,No,No,Yes,Fiber optic,No,1
1728-CXQBE,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
7041-TXQJH,Female,No,No,No,No,DSL,Yes,0
5014-GSOUQ,Male,No,No,No internet service,Yes,No,No,0
5724-BIDBU,Male,No,Yes,No,Yes,DSL,Yes,0
0481-SUMCB,Female,Yes,No,Yes,Yes,Fiber optic,Yes,0
1769-GRUIK,Female,No,No,No,Yes,Fiber optic,Yes,0
5240-IJOQT,Male,Yes,No,No,Yes,Fiber optic,Yes,1
8819-WFGGJ,Male,No,Yes,Yes,No,DSL,Yes,0
7427-AUFPY,Male,No,No,No internet service,Yes,No,No,0
2811-POVEX,Female,Yes,Yes,No,Yes,Fiber optic,Yes,0
1092-GANHU,Male,No,No,No,Yes,Fiber optic,Yes,1
7898-PDWQE,Male,No,Yes,No,Yes,DSL,No,0
9972-EWRJS,Female,No,Yes,No internet service,Yes,No,Yes,0
9314-IJWSQ,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
0661-XEYAN,Female,Yes,No,No,No,DSL,Yes,1
5799-JRCZO,Female,No,No,No internet service,Yes,No,No,0
1921-KYSAY,Female,No,No,No,Yes,DSL,Yes,0
6198-RTPMF,Female,No,Yes,Yes,Yes,Fiber optic,No,0
2924-KHUVI,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
1925-GMVBW,Female,No,No,No internet service,Yes,No,No,0
7881-EVUAD,Female,No,No,No,No,DSL,Yes,1
6184-DYUOB,Female,No,Yes,No internet service,Yes,No,Yes,0
9207-ZPANB,Male,No,No,No,Yes,DSL,No,0
5766-XQXMQ,Female,No,No,No,Yes,DSL,Yes,1
9327-QSDED,Male,No,No,No,Yes,DSL,No,0
1656-DRSMG,Female,No,No,Yes,Yes,Fiber optic,Yes,0
3012-VFFMN,Female,No,Yes,No internet service,Yes,No,No,0
2984-AFWNC,Female,No,No,Yes,Yes,Fiber optic,No,0
0640-YJTPY,Male,No,Yes,No internet service,Yes,No,No,0
8096-LOIST,Female,No,No,No,Yes,DSL,Yes,0
9764-REAFF,Female,No,Yes,No internet service,Yes,No,No,0
3703-VAVCL,Male,No,Yes,No,Yes,Fiber optic,No,1
7107-UBYKY,Female,No,Yes,No internet service,Yes,No,Yes,0
4881-GQJTW,Male,No,No,No internet service,Yes,No,No,0
8519-QJGJD,Female,No,No,No,Yes,Fiber optic,No,1
7876-DNYAP,Female,No,Yes,No internet service,Yes,No,No,0
7905-NJMXS,Male,Yes,Yes,No,Yes,DSL,No,0
2882-WDTBA,Male,No,Yes,Yes,Yes,DSL,Yes,0
2091-GPPIQ,Female,No,Yes,Yes,Yes,DSL,Yes,0
6326-MTTXK,Male,No,No,Yes,Yes,Fiber optic,No,1
5071-FBJFS,Female,No,Yes,No,Yes,DSL,No,0
2796-UUZZO,Male,No,Yes,No,Yes,Fiber optic,Yes,0
2429-AYKKO,Male,No,No,No internet service,Yes,No,No,0
9798-OPFEM,Female,No,No,No internet service,Yes,No,Yes,0
0330-IVZHA,Female,No,Yes,No,Yes,Fiber optic,No,1
3794-NFNCH,Male,No,Yes,No,Yes,DSL,Yes,0
5193-QLVZB,Male,No,No,Yes,Yes,Fiber optic,Yes,0
7114-AEOZE,Female,No,No,No internet service,Yes,No,No,0
2886-KEFUM,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
5522-NYKPB,Male,No,Yes,Yes,Yes,Fiber optic,No,0
4237-RLAQD,Male,No,No,No,Yes,DSL,Yes,1
9957-YODKZ,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
6518-KZXCB,Male,No,No,No internet service,Yes,No,No,0
2245-ADZFJ,Female,No,Yes,Yes,Yes,DSL,No,0
7776-QGYJC,Female,No,Yes,No,Yes,Fiber optic,Yes,0
9313-QOLTZ,Male,No,No,No internet service,Yes,No,No,0
9651-GTSAQ,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
3186-BAXNB,Female,No,No,Yes,Yes,Fiber optic,No,1
4672-FOTSD,Male,No,No,No,Yes,DSL,Yes,0
0637-YLETY,Female,No,No,No,Yes,Fiber optic,Yes,1
9818-XQCUV,Female,No,No,No internet service,Yes,No,No,0
7338-ERIVA,Male,No,No,Yes,No,DSL,No,0
1157-BQCUW,Male,No,No,No,Yes,Fiber optic,Yes,1
8259-NFJTV,Female,No,Yes,No,No,DSL,No,0
3223-DWFIO,Male,Yes,No,No,Yes,Fiber optic,No,0
2660-EMUBI,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
6968-GMKPR,Female,No,No,No,Yes,Fiber optic,Yes,0
4751-ERMAN,Male,No,Yes,Yes,Yes,DSL,Yes,0
1436-ZMJAN,Female,No,Yes,Yes,Yes,DSL,Yes,0
3292-PBZEJ,Male,Yes,No,Yes,Yes,Fiber optic,Yes,0
0799-DDIHE,Female,No,Yes,No,Yes,DSL,No,0
3070-FNFZQ,Female,No,Yes,No internet service,Yes,No,No,0
2812-SFXMJ,Male,No,No,No internet service,Yes,No,No,0
7675-OZCZG,Female,Yes,No,No,Yes,DSL,No,1
5014-WUQMG,Male,No,Yes,No,Yes,Fiber optic,Yes,0
5312-TSZVC,Female,No,No,No internet service,Yes,No,No,0
2003-CKLOR,Male,No,No,Yes,Yes,Fiber optic,No,1
0993-OSGPT,Female,Yes,Yes,No,Yes,DSL,Yes,0
9254-RBFON,Female,No,Yes,Yes,Yes,Fiber optic,No,1
1205-WNWPJ,Female,No,No,Yes,Yes,DSL,Yes,1
9391-EOYLI,Male,Yes,Yes,No,Yes,Fiber optic,Yes,1
7108-DGVUU,Female,Yes,Yes,No,Yes,DSL,No,0
2782-JEEBU,Male,No,No,No,No,DSL,Yes,0
5127-BZENZ,Female,No,Yes,Yes,Yes,DSL,No,0
2720-FVBQP,Female,No,Yes,No,Yes,DSL,Yes,0
9906-NHHVC,Female,Yes,No,Yes,No,DSL,Yes,0
4522-XRWWI,Male,No,Yes,Yes,Yes,DSL,No,0
3766-EJLFL,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
5939-SXWHM,Male,No,Yes,No internet service,Yes,No,No,0
8152-UOBNY,Female,Yes,No,Yes,Yes,Fiber optic,Yes,0
7351-KYHQH,Female,Yes,No,Yes,Yes,DSL,Yes,0
7643-RCHXS,Female,No,Yes,No internet service,Yes,No,No,0
8246-SHFGA,Male,No,No,No internet service,Yes,No,No,0
8387-MOJJT,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
0620-XEFWH,Male,No,Yes,No internet service,Yes,No,No,0
6485-QXWWE,Female,No,No,No internet service,Yes,No,No,0
2761-OCIAX,Male,Yes,No,No,Yes,Fiber optic,Yes,1
7321-VGNKU,Female,No,Yes,No,Yes,Fiber optic,Yes,0
5327-CNLUQ,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
7552-KEYGT,Male,No,Yes,No internet service,Yes,No,No,0
5816-JMLGY,Female,No,Yes,Yes,Yes,DSL,Yes,0
3068-OMWZA,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
2927-QRRQV,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
6032-KRXXO,Male,No,No,Yes,Yes,Fiber optic,Yes,1
7459-RRWQZ,Female,No,No,No,Yes,DSL,Yes,1
6265-SXWBU,Male,No,Yes,Yes,Yes,Fiber optic,No,0
7941-RCJOW,Male,No,No,No internet service,Yes,No,Yes,0
6374-NTQLP,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
4154-AQUGT,Male,Yes,Yes,No,Yes,Fiber optic,Yes,1
2387-KDZQY,Male,No,No,No internet service,Yes,No,Yes,0
3584-WKTTW,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
3399-BMLVW,Male,No,Yes,No,Yes,DSL,No,0
1971-DTCZB,Female,No,Yes,Yes,Yes,DSL,Yes,0
3092-IGHWF,Male,No,Yes,No,Yes,Fiber optic,No,1
3374-PZLXD,Male,No,No,No internet service,Yes,No,No,0
3813-DHBBB,Male,No,Yes,No,No,DSL,Yes,0
2812-REYAT,Female,No,Yes,No internet service,Yes,No,Yes,0
6518-PPLMZ,Male,No,Yes,No internet service,Yes,No,Yes,0
4939-KYYPY,Male,No,No,No,Yes,DSL,No,0
8017-LXHFA,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
5930-GBIWP,Male,No,No,No,Yes,DSL,Yes,0
6022-KOUQO,Female,No,Yes,No,No,DSL,No,0
6352-TWCAU,Female,No,No,Yes,Yes,Fiber optic,Yes,1
2361-UPSND,Female,No,Yes,No,Yes,DSL,No,0
6035-RIIOM,Female,No,No,Yes,Yes,Fiber optic,Yes,0
2929-QNSRW,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
1262-OPMFY,Female,No,Yes,No,Yes,Fiber optic,Yes,1
9504-DSHWM,Male,No,No,No,Yes,DSL,No,0
5035-BVCXS,Male,No,No,No,Yes,Fiber optic,Yes,0
6267-DCFFZ,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
3533-UVMOM,Male,No,Yes,No,Yes,DSL,No,0
2439-LYPMQ,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
4248-QPAVC,Female,Yes,Yes,No,Yes,Fiber optic,Yes,1
1899-VXWXM,Male,No,No,Yes,Yes,Fiber optic,Yes,1
1478-VPOAD,Female,No,No,No,Yes,DSL,No,0
9995-HOTOH,Male,No,Yes,Yes,No,DSL,No,0
2988-PLAHS,Female,No,No,Yes,Yes,DSL,Yes,0
1371-OJCEK,Female,No,No,No internet service,Yes,No,No,0
4999-IEZLT,Male,No,No,No,No,DSL,No,0
8883-ANODQ,Female,No,Yes,No,Yes,Fiber optic,Yes,0
4690-LLKUA,Male,Yes,No,No,Yes,DSL,Yes,1
2351-RRBUE,Female,No,Yes,No internet service,Yes,No,No,0
5980-BDHPY,Male,No,Yes,Yes,Yes,DSL,Yes,0
1498-DQNRX,Female,No,Yes,No internet service,Yes,No,No,0
9469-WEJBT,Male,No,Yes,No,Yes,Fiber optic,Yes,0
3331-HQDTW,Female,No,No,Yes,Yes,Fiber optic,Yes,1
9490-DFPMD,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
2581-VKIRT,Female,No,Yes,No,Yes,DSL,No,0
5442-XSDCW,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
7426-WEIJX,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
2851-MMUTZ,Female,No,No,No,Yes,DSL,Yes,0
3049-NDXFL,Female,No,No,No,Yes,Fiber optic,No,1
8580-AECUZ,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
3307-TLCUD,Male,No,Yes,No,No,DSL,No,0
6625-FLENO,Male,No,Yes,No internet service,Yes,No,No,0
2967-MXRAV,Male,No,Yes,No internet service,Yes,No,No,0
7963-GQRMY,Female,No,Yes,No,Yes,DSL,No,1
8189-HBVRW,Female,No,No,No,Yes,Fiber optic,No,0
4163-KIUHY,Male,No,No,No internet service,Yes,No,Yes,0
1228-FZFRV,Male,No,Yes,Yes,Yes,Fiber optic,No,1
3500-NSDOA,Male,No,Yes,No,Yes,DSL,No,0
1171-TYKUR,Male,No,Yes,No internet service,Yes,No,No,0
3761-FLYZI,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,0
2058-DCJBE,Male,No,No,No,Yes,Fiber optic,Yes,1
5364-XYIRR,Male,No,Yes,Yes,Yes,Fiber optic,Yes,1
4829-AUOAX,Female,No,No,Yes,Yes,Fiber optic,No,1
1219-NNDDO,Female,No,No,No,Yes,Fiber optic,Yes,0
8388-DMKAE,Female,No,No,No internet service,Yes,No,No,0
4403-BWPAY,Male,No,No,No internet service,Yes,No,Yes,0
9659-QEQSY,Female,No,No,Yes,Yes,Fiber optic,Yes,0
5405-ZMYXQ,Female,No,No,No,Yes,Fiber optic,Yes,0
5047-LHVLY,Male,Yes,No,No,Yes,DSL,Yes,1
1442-OKRJE,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
4737-AQCPU,Male,No,Yes,No,Yes,DSL,No,0
9158-VCTQB,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
2808-CHTDM,Female,No,Yes,No internet service,Yes,No,No,0
6311-UEUME,Female,No,No,Yes,Yes,Fiber optic,Yes,1
0793-TWELN,Female,No,No,No,Yes,Fiber optic,Yes,0
3283-WCWXT,Male,No,Yes,No internet service,Yes,No,No,0
1060-ENTOF,Female,Yes,Yes,No,Yes,Fiber optic,Yes,0
0999-QXNSA,Male,Yes,No,No,Yes,DSL,Yes,0
5451-MHQOF,Male,No,Yes,No internet service,Yes,No,Yes,0
4836-WNFNO,Female,No,Yes,No internet service,Yes,No,No,0
9225-BZLNZ,Male,No,Yes,Yes,Yes,DSL,Yes,0
0354-VXMJC,Male,No,Yes,No internet service,Yes,No,No,0
4422-QVIJA,Female,No,No,No,Yes,DSL,No,0
9365-SRSZE,Male,Yes,Yes,No,Yes,Fiber optic,Yes,0
6839-ITVZJ,Female,No,Yes,No,Yes,DSL,Yes,1
8332-OSJDW,Male,No,Yes,No internet service,Yes,No,No,0
4735-BJKOU,Female,No,No,No internet service,Yes,No,No,0
0274-JKUJR,Male,No,Yes,Yes,No,DSL,No,0
5740-YHGTW,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
8917-SZTTJ,Male,No,Yes,No internet service,Yes,No,No,0
1696-MZVAU,Male,No,Yes,No,No,DSL,Yes,0
7359-WWYJV,Male,No,Yes,Yes,Yes,Fiber optic,No,0
0375-HVGXO,Female,No,No,Yes,No,DSL,Yes,1
4906-ZHGPK,Male,No,Yes,Yes,Yes,DSL,Yes,0
8593-WHYHV,Male,No,No,No,Yes,Fiber optic,Yes,1
3795-GWTRD,Female,No,Yes,Yes,Yes,DSL,No,0
1298-PHBTI,Male,No,Yes,No,Yes,Fiber optic,Yes,0
6223-DHJGV,Female,No,No,No internet service,Yes,No,Yes,0
6961-MJKBO,Male,No,No,No internet service,Yes,No,No,0
6097-EQISJ,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
4423-YLHDV,Female,No,Yes,Yes,Yes,Fiber optic,Yes,1
8158-WPEZG,Male,No,No,No,No,DSL,Yes,0
0107-YHINA,Male,No,No,Yes,Yes,Fiber optic,Yes,1
4918-FYJNT,Female,Yes,Yes,No,Yes,Fiber optic,No,0
0727-BNRLG,Male,No,No,Yes,Yes,Fiber optic,Yes,0
4854-CIDCF,Female,Yes,No,No,Yes,Fiber optic,No,0
8640-SDGKB,Male,No,No,Yes,Yes,DSL,Yes,1
3280-MRDOF,Male,Yes,No,Yes,Yes,DSL,Yes,0
6435-SRWBJ,Female,No,No,No,Yes,Fiber optic,Yes,0
9964-WBQDJ,Female,No,Yes,No internet service,Yes,No,Yes,0
6303-KFWSL,Female,No,No,No,Yes,DSL,Yes,0
1702-CCFNJ,Male,No,Yes,No,Yes,DSL,No,0
8932-CZHRQ,Male,No,No,No,Yes,DSL,No,0
0386-CWRGM,Female,No,Yes,No internet service,Yes,No,No,0
5515-RUGKN,Male,No,No,No,Yes,DSL,Yes,0
0404-AHASP,Male,No,Yes,No internet service,Yes,No,No,0
7279-NMVJC,Female,No,No,No internet service,Yes,No,No,0
2081-VEYEH,Male,No,No,Yes,Yes,Fiber optic,Yes,0
6407-UTSLV,Female,Yes,No,Yes,Yes,Fiber optic,Yes,0
4116-TZAQJ,Female,No,No,No,Yes,Fiber optic,Yes,1
9060-HJJRW,Female,No,No,Yes,No,DSL,Yes,0
2587-YNLES,Female,No,Yes,No internet service,Yes,No,No,0
7398-SKNQZ,Female,No,Yes,Yes,Yes,Fiber optic,No,0
5935-FCCNB,Female,Yes,No,Yes,Yes,Fiber optic,Yes,0
1958-RNRKS,Male,No,Yes,No,Yes,DSL,No,0
5136-RGMZO,Male,No,No,Yes,Yes,DSL,Yes,0
8345-MVDYC,Female,No,No,Yes,Yes,DSL,No,0
8226-BXGES,Male,No,Yes,No,Yes,Fiber optic,No,0
3877-JRJIP,Male,No,No,Yes,Yes,DSL,Yes,1
8375-DKEBR,Female,Yes,No,No,Yes,Fiber optic,Yes,1
9705-IOVQQ,Male,Yes,Yes,Yes,Yes,Fiber optic,No,0
1015-OWJKI,Male,No,No,No internet service,Yes,No,No,0
7511-YMXVQ,Male,No,No,Yes,No,DSL,Yes,1
2040-XBAVJ,Male,No,Yes,Yes,Yes,Fiber optic,No,0
7551-JOHTI,Female,No,No,No internet service,Yes,No,No,1
8887-IPQNC,Female,No,Yes,No,Yes,DSL,Yes,0
8646-JCOMS,Female,No,Yes,No,Yes,Fiber optic,Yes,0
9804-ICWBG,Male,No,No,No,Yes,Fiber optic,Yes,1
1222-KJNZD,Male,No,Yes,No internet service,Yes,No,Yes,0
0106-GHRQR,Male,No,No,No,Yes,DSL,Yes,0
5318-IXUZF,Female,No,No,Yes,Yes,Fiber optic,Yes,1
3768-VHXQO,Male,No,Yes,No internet service,Yes,No,No,0
8952-WCVCD,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
2418-TPEUN,Female,No,Yes,No internet service,Yes,No,Yes,0
3963-RYFNS,Female,No,No,Yes,Yes,Fiber optic,Yes,0
3198-VELRD,Female,No,Yes,No,Yes,Fiber optic,Yes,1
8540-ZQGEA,Female,No,Yes,No internet service,Yes,No,No,0
1320-REHCS,Male,Yes,No,Yes,Yes,Fiber optic,Yes,0
4137-JOPHL,Female,No,No,No,Yes,Fiber optic,Yes,0
9436-ZBZCT,Male,No,No,Yes,Yes,Fiber optic,Yes,1
7801-CEDNV,Male,No,Yes,No,Yes,DSL,No,0
2057-BOYKM,Female,Yes,Yes,No,Yes,Fiber optic,Yes,0
3658-QQJYD,Male,No,No,Yes,Yes,DSL,Yes,0
1803-BGNBD,Female,No,No,No,Yes,DSL,Yes,0
0134-XWXCE,Female,Yes,No,Yes,Yes,DSL,No,0
6950-TWMYB,Male,No,Yes,No,Yes,Fiber optic,Yes,0
5848-FHRFC,Female,No,No,No internet service,Yes,No,No,0
2243-FNMMI,Male,No,No,No internet service,Yes,No,No,0
2511-MORQY,Male,No,Yes,No,Yes,DSL,No,0
5356-KZCKT,Male,No,No,No internet service,Yes,No,Yes,0
9470-XCCEM,Male,No,Yes,Yes,Yes,Fiber optic,Yes,0
6519-CFDBX,Female,No,No,No,Yes,DSL,Yes,0
3902-MIVLE,Male,No,Yes,No,Yes,DSL,No,0
0409-WTMPL,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
8763-KIAFH,Female,No,Yes,No internet service,Yes,No,Yes,0
3669-WHAFY,Female,No,Yes,Yes,Yes,Fiber optic,Yes,0
3055-VTCGS,Female,No,No,No,Yes,DSL,No,0
3144-KMTWZ,Male,No,Yes,No,Yes,Fiber optic,Yes,0
7279-BUYWN,Female,Yes,No,Yes,Yes,Fiber optic,Yes,1
7156-MHUGY,Male,Yes,No,Yes,Yes,Fiber optic,Yes,1
7198-GLXTC,Male,No,No,Yes,Yes,Fiber optic,No,1
2007-QVGAW,Female,No,Yes,No internet service,Yes,No,Yes,0
5207-PLSTK,Male,No,Yes,No,Yes,DSL,Yes,0
2307-FYNNL,Male,Yes,No,Yes,Yes,Fiber optic,Yes,0
